center_x,center_y,center_z,error
-169.002459,-169.003274,nan,nan
-167.002459,-169.003274,nan,nan
-165.002459,-169.003274,nan,nan
-163.002459,-169.003274,nan,nan
-161.002459,-169.003274,nan,nan
-159.002459,-169.003274,nan,nan
-157.002459,-169.003274,nan,nan
-155.002459,-169.003274,nan,nan
-153.002459,-169.003274,nan,nan
-151.002459,-169.003274,nan,nan
-149.002459,-169.003274,nan,nan
-147.002459,-169.003274,nan,nan
-145.002459,-169.003274,nan,nan
-143.002459,-169.003274,nan,nan
-141.002459,-169.003274,nan,nan
-139.002459,-169.003274,nan,nan
-137.002459,-169.003274,nan,nan
-135.002459,-169.003274,nan,nan
-133.002459,-169.003274,nan,nan
-131.002459,-169.003274,nan,nan
-129.002459,-169.003274,nan,nan
-127.00245899999999,-169.003274,nan,nan
-125.00245899999999,-169.003274,nan,nan
-123.00245899999999,-169.003274,nan,nan
-121.00245899999999,-169.003274,nan,nan
-119.00245899999999,-169.003274,nan,nan
-117.00245899999999,-169.003274,nan,nan
-115.00245899999999,-169.003274,nan,nan
-113.00245899999999,-169.003274,nan,nan
-111.00245899999999,-169.003274,nan,nan
-109.00245899999999,-169.003274,nan,nan
-107.00245899999999,-169.003274,-0.025125600000000005,-5.426382114632043
-105.00245899999999,-169.003274,-0.14744064285714284,-5.371834471154154
-103.00245899999999,-169.003274,-0.2524645,-5.3522495546411175
-101.00245899999999,-169.003274,-0.3437071612903225,-5.363487042755533
-99.00245899999999,-169.003274,-0.42534132432432437,-5.280959461589614
-97.00245899999999,-169.003274,-0.5440795853658537,-5.1245877222534
-95.00245899999999,-169.003274,-0.5364987209302327,-5.149079627511791
-93.00245899999999,-169.003274,-0.61905406,-5.066817071051188
-91.00245899999999,-169.003274,-0.6697373,-5.0465276954919185
-89.00245899999999,-169.003274,-0.6648837083333333,-5.024836003976419
-87.00245899999999,-169.003274,-0.680676975609756,-5.018824755396517
-85.00245899999999,-169.003274,-0.63137625,-5.059043103023797
-83.00245899999999,-169.003274,-0.68161525,-5.009788125638129
-81.00245899999999,-169.003274,-0.6404199555555556,-5.062253731688719
-79.00245899999999,-169.003274,-0.6644984374999999,-4.998593767857052
-77.00245899999999,-169.003274,-0.644889888888889,-5.066293102521144
-75.00245899999999,-169.003274,-0.6456124666666667,-4.986380265134133
-73.00245899999999,-169.003274,-0.6862363999999999,-4.9638054272561165
-71.00245899999999,-169.003274,-0.6488400204081632,-4.971332789355957
