-0.0595285, -0.3393657042253521, -0.7445684634146341, -1.0209653375527428, -1.94725923465704, -2.8785217296296297, -3.29611184962406, -4.414305084249084, -5.428055848708487 | -3.5124103203841583
-0.3393657042253521, -0.7445684634146341, -1.1316487523809526, -1.94725923465704, -2.8785217296296297, -3.6491187480916025, -4.414305084249084, -5.428055848708487, -6.341371719230769 | -2.920290033067092
-0.7445684634146341, -1.1316487523809526, -1.35274818972332, -2.8785217296296297, -3.6491187480916025, -4.276775225806452, -5.428055848708487, -6.341371719230769, -7.1008325129151295 | -2.500706659210705
-1.1316487523809526, -1.35274818972332, -1.5907318679867988, -3.6491187480916025, -4.276775225806452, -4.74341689716312, -6.341371719230769, -7.1008325129151295, -7.781026627177701 | -2.207244913324037
-1.35274818972332, -1.5907318679867988, -1.7350279151943464, -4.276775225806452, -4.74341689716312, -5.104498964788732, -7.1008325129151295, -7.781026627177701, -8.333021828571429 | -2.0563716762911626
-1.5907318679867988, -1.7350279151943464, -1.7118900501792114, -4.74341689716312, -5.104498964788732, -5.225582963898916, -7.781026627177701, -8.333021828571429, -8.602867435215947 | -1.9473916115458183
-1.7350279151943464, -1.7118900501792114, -1.6907213180212013, -5.104498964788732, -5.225582963898916, -5.246511660377358, -8.333021828571429, -8.602867435215947, -8.774477741007194 | -2.0371625239666558
-1.7118900501792114, -1.6907213180212013, -1.6737932536231883, -5.225582963898916, -5.246511660377358, -5.273270096899225, -8.602867435215947, -8.774477741007194, -8.768071382352941 | -2.1744020386081964
-1.6907213180212013, -1.6737932536231883, -1.718683981273408, -5.246511660377358, -5.273270096899225, -5.266800792592592, -8.774477741007194, -8.768071382352941, -8.769716937984498 | -2.2755673072539317
-1.6737932536231883, -1.718683981273408, -1.7222801886120995, -5.273270096899225, -5.266800792592592, -5.234995822222222, -8.768071382352941, -8.769716937984498, -8.737924549242424 | -2.367290958239614
-1.718683981273408, -1.7222801886120995, -1.6908294768683274, -5.266800792592592, -5.234995822222222, -5.244999738970588, -8.769716937984498, -8.737924549242424, -8.742115767175573 | -2.486128995187733
-1.7222801886120995, -1.6908294768683274, -1.7114659241877253, -5.234995822222222, -5.244999738970588, -5.235974571984436, -8.737924549242424, -8.742115767175573, -8.746919576208178 | -2.541829091205578
-1.6908294768683274, -1.7114659241877253, -1.7212434836363637, -5.244999738970588, -5.235974571984436, -5.263107518939394, -8.742115767175573, -8.746919576208178, -8.732218858181819 | -2.615447363540292
-1.7114659241877253, -1.7212434836363637, -1.656914713768116, -5.235974571984436, -5.263107518939394, -5.218989801470589, -8.746919576208178, -8.732218858181819, -8.751988392452832 | -2.632915281850077
-1.7212434836363637, -1.656914713768116, -1.6742736308243729, -5.263107518939394, -5.218989801470589, -5.255259228782288, -8.732218858181819, -8.751988392452832, -8.746359414728682 | -2.729810621112405
-1.656914713768116, -1.6742736308243729, -1.6710223799283153, -5.218989801470589, -5.255259228782288, -5.228979734848486, -8.751988392452832, -8.746359414728682, -8.772639471698113 | -2.7343838927199093
